registertime,dbn_registertime,departurefloor,destinationfloor,isup,registertime_dayofweek,iserroroccured,weekend,registertime_15min
2015-11-17 15:14:15.1,54855,4,3,0,2,0,0,0
2015-11-17 15:14:18,54858,3,12,1,2,0,0,0
2015-11-17 15:14:25.3,54865,4,6,1,2,0,0,0
2015-11-17 15:14:44.4,54884,3,12,1,2,0,0,0
2015-11-17 15:14:47.9,54887,13,3,0,2,0,0,0
2015-11-17 15:14:49.3,54889,10,3,0,2,0,0,0
2015-11-17 15:14:55.9,54895,3,11,1,2,0,0,0
2015-11-17 15:15:00.8,54900,3,11,1,2,0,0,15
2015-11-17 15:15:23.1,54923,5,3,0,2,0,0,15
2015-11-17 15:15:24,54924,3,14,1,2,0,0,15
2015-11-17 15:15:25,54925,15,3,0,2,0,0,15
2015-11-17 15:15:25.4,54925,10,3,0,2,0,0,15
2015-11-17 15:15:25.9,54925,3,12,1,2,0,0,15
2015-11-17 15:15:50.7,54950,3,5,1,2,0,0,15
2015-11-17 15:15:54.6,54954,8,3,0,2,0,0,15
2015-11-17 15:15:58.8,54958,8,3,0,2,0,0,15
2015-11-17 15:16:24,54984,3,11,1,2,0,0,15
2015-11-17 15:16:25.2,54985,14,3,0,2,0,0,15
2015-11-17 15:16:26.4,54986,3,12,1,2,0,0,15
2015-11-17 15:16:26.6,54986,3,13,1,2,0,0,15
2015-11-17 15:16:28.6,54988,3,13,1,2,0,0,15
2015-11-17 15:16:31.7,54991,3,11,1,2,0,0,15
2015-11-17 15:16:32.4,54992,5,3,0,2,0,0,15
2015-11-17 15:16:33.5,54993,5,3,0,2,0,0,15
2015-11-17 15:16:35.5,54995,3,15,1,2,0,0,15
2015-11-17 15:16:37.2,54997,3,12,1,2,0,0,15
2015-11-17 15:16:47.6,55007,3,13,1,2,0,0,15
2015-11-17 15:16:57,55017,13,3,0,2,0,0,15
2015-11-17 15:16:58.7,55018,4,3,0,2,0,0,15
2015-11-17 15:16:59.5,55019,3,6,1,2,0,0,15
2015-11-17 15:16:59.9,55019,3,6,1,2,0,0,15
2015-11-17 15:17:03.4,55023,3,13,1,2,0,0,15
2015-11-17 15:17:07.3,55027,15,3,0,2,0,0,15
2015-11-17 15:17:08.2,55028,3,13,1,2,0,0,15
2015-11-17 15:17:12.2,55032,3,15,1,2,0,0,15
2015-11-17 15:17:16.9,55036,3,13,1,2,0,0,15
2015-11-17 15:17:23,55043,3,10,1,2,0,0,15
2015-11-17 15:17:23,55043,3,13,1,2,0,0,15
2015-11-17 15:17:24.1,55044,3,7,1,2,0,0,15
2015-11-17 15:17:29.1,55049,3,9,1,2,0,0,15
2015-11-17 15:17:34.4,55054,3,12,1,2,0,0,15
2015-11-17 15:17:38.1,55058,3,7,1,2,0,0,15
2015-11-17 15:17:47.1,55067,3,5,1,2,0,0,15
2015-11-17 15:17:57.3,55077,3,12,1,2,0,0,15
2015-11-17 15:18:02.7,55082,3,9,1,2,0,0,15
2015-11-17 15:18:04,55084,3,5,1,2,0,0,15
2015-11-17 15:18:06.6,55086,3,8,1,2,0,0,15
2015-11-17 15:18:08.9,55088,14,3,0,2,0,0,15
2015-11-17 15:18:29.1,55109,3,14,1,2,0,0,15
2015-11-17 15:18:31,55111,3,15,1,2,0,0,15
2015-11-17 15:18:44.4,55124,3,13,1,2,0,0,15
2015-11-17 15:18:47.1,55127,3,4,1,2,0,0,15
2015-11-17 15:18:54.4,55134,9,3,0,2,0,0,15
2015-11-17 15:18:54.8,55134,3,13,1,2,0,0,15
2015-11-17 15:18:57.5,55137,14,3,0,2,0,0,15
2015-11-17 15:19:04.3,55144,3,12,1,2,0,0,15
2015-11-17 15:19:06.7,55146,3,14,1,2,0,0,15
2015-11-17 15:19:31.4,55171,3,10,1,2,0,0,15
2015-11-17 15:19:33.7,55173,3,7,1,2,0,0,15
2015-11-17 15:19:39.9,55179,3,6,1,2,0,0,15
2015-11-17 15:19:40.1,55180,3,7,1,2,0,0,15
2015-11-17 15:19:46,55186,3,11,1,2,0,0,15
2015-11-17 15:19:51.8,55191,3,12,1,2,0,0,15
2015-11-17 15:19:53.5,55193,3,10,1,2,0,0,15
2015-11-17 15:19:58,55198,9,3,0,2,0,0,15
2015-11-17 15:20:04.6,55204,4,3,0,2,0,0,15
2015-11-17 15:20:17.5,55217,3,7,1,2,0,0,15
2015-11-17 15:20:20.4,55220,3,11,1,2,0,0,15
2015-11-17 15:20:21.5,55221,3,4,1,2,0,0,15
2015-11-17 15:20:23.3,55223,14,3,0,2,0,0,15
2015-11-17 15:20:45.2,55245,10,3,0,2,0,0,15
2015-11-17 15:20:49.7,55249,3,13,1,2,0,0,15
2015-11-17 15:20:49.9,55249,3,13,1,2,0,0,15
2015-11-17 15:21:03.1,55263,4,3,0,2,0,0,15
2015-11-17 15:21:06.4,55266,5,3,0,2,0,0,15
2015-11-17 15:21:16.5,55276,3,5,1,2,0,0,15
2015-11-17 15:21:19,55279,3,6,1,2,0,0,15
2015-11-17 15:21:26.6,55286,3,8,1,2,0,0,15
2015-11-17 15:21:30.7,55290,3,9,1,2,0,0,15
2015-11-17 15:21:59.3,55319,3,5,1,2,0,0,15
2015-11-17 15:22:02.7,55322,3,7,1,2,0,0,15
2015-11-17 15:22:05.7,55325,3,4,1,2,0,0,15
2015-11-17 15:22:06.7,55326,3,4,1,2,0,0,15
2015-11-17 15:22:14.1,55334,3,14,1,2,0,0,15
2015-11-17 15:22:14.3,55334,3,14,1,2,0,0,15
2015-11-17 15:22:22.1,55342,3,14,1,2,0,0,15
2015-11-17 15:22:23.9,55343,3,9,1,2,0,0,15
2015-11-17 15:22:27.3,55347,3,13,1,2,0,0,15
2015-11-17 15:22:28.3,55348,3,5,1,2,0,0,15
2015-11-17 15:22:55,55375,5,3,0,2,0,0,15
2015-11-17 15:22:56.2,55376,3,11,1,2,0,0,15
2015-11-17 15:22:57.5,55377,3,11,1,2,0,0,15
2015-11-17 15:23:10.4,55390,3,11,1,2,0,0,15
2015-11-17 15:23:12.6,55392,3,12,1,2,0,0,15
2015-11-17 15:23:15.3,55395,3,11,1,2,0,0,15
2015-11-17 15:23:17.2,55397,3,12,1,2,0,0,15
2015-11-17 15:23:23.7,55403,3,8,1,2,0,0,15
2015-11-17 15:23:24.1,55404,3,8,1,2,0,0,15
2015-11-17 15:23:25.6,55405,3,7,1,2,0,0,15
2015-11-17 15:23:30.8,55410,3,5,1,2,0,0,15
2015-11-17 15:23:32.6,55412,3,5,1,2,0,0,15
2015-11-17 15:23:32.8,55412,3,13,1,2,0,0,15
2015-11-17 15:23:40.8,55420,12,3,0,2,0,0,15
2015-11-17 15:23:43.5,55423,12,14,1,2,0,0,15
2015-11-17 15:23:55,55435,3,12,1,2,0,0,15
2015-11-17 15:23:55.5,55435,3,13,1,2,0,0,15
2015-11-17 15:23:57.1,55437,3,15,1,2,0,0,15
2015-11-17 15:24:00.8,55440,8,3,0,2,0,0,15
2015-11-17 15:24:19,55459,3,6,1,2,0,0,15
2015-11-17 15:24:24.1,55464,3,10,1,2,0,0,15
2015-11-17 15:24:26.1,55466,3,7,1,2,0,0,15
2015-11-17 15:24:26.3,55466,3,12,1,2,0,0,15
2015-11-17 15:24:32.8,55472,14,3,0,2,0,0,15
2015-11-17 15:24:35.1,55475,3,10,1,2,0,0,15
2015-11-17 15:24:38.2,55478,3,13,1,2,0,0,15
2015-11-17 15:24:45.2,55485,7,5,0,2,0,0,15
2015-11-17 15:24:50.5,55490,3,10,1,2,0,0,15
2015-11-17 15:24:50.7,55490,3,9,1,2,0,0,15
2015-11-17 15:24:59.2,55499,3,10,1,2,0,0,15
2015-11-17 15:25:00,55500,8,3,0,2,0,0,15
2015-11-17 15:25:05.4,55505,3,14,1,2,0,0,15
2015-11-17 15:25:15,55515,3,9,1,2,0,0,15
2015-11-17 15:25:16.9,55516,5,3,0,2,0,0,15
2015-11-17 15:25:26.2,55526,15,3,0,2,0,0,15
2015-11-17 15:25:42,55542,3,12,1,2,0,0,15
2015-11-17 15:25:47.4,55547,3,5,1,2,0,0,15
2015-11-17 15:25:49.9,55549,3,11,1,2,0,0,15
2015-11-17 15:25:50.2,55550,3,11,1,2,0,0,15
2015-11-17 15:26:00.6,55560,3,5,1,2,0,0,15
2015-11-17 15:26:06.3,55566,3,13,1,2,0,0,15
2015-11-17 15:26:08.2,55568,3,13,1,2,0,0,15
2015-11-17 15:26:19.8,55579,3,13,1,2,0,0,15
2015-11-17 15:26:21,55581,3,14,1,2,0,0,15
2015-11-17 15:26:21.1,55581,3,14,1,2,0,0,15
2015-11-17 15:26:23.2,55583,3,15,1,2,0,0,15
2015-11-17 15:26:23.3,55583,3,15,1,2,0,0,15
2015-11-17 15:26:29.7,55589,5,3,0,2,0,0,15
2015-11-17 15:26:30.5,55590,5,3,0,2,0,0,15
2015-11-17 15:26:31,55591,3,15,1,2,0,0,15
2015-11-17 15:26:47.5,55607,5,7,1,2,0,0,15
2015-11-17 15:26:49.1,55609,5,3,0,2,0,0,15
2015-11-17 15:26:50.9,55610,4,3,0,2,0,0,15
2015-11-17 15:26:52.1,55612,5,3,0,2,0,0,15
2015-11-17 15:27:07.2,55627,3,9,1,2,0,0,15
2015-11-17 15:27:12.2,55632,15,3,0,2,0,0,15
2015-11-17 15:27:53.3,55673,15,3,0,2,0,0,15
2015-11-17 15:27:57.5,55677,7,3,0,2,0,0,15
2015-11-17 15:28:08.8,55688,6,3,0,2,0,0,15
2015-11-17 15:28:13.8,55693,6,3,0,2,0,0,15
2015-11-17 15:28:17.5,55697,3,12,1,2,0,0,15
2015-11-17 15:28:18.6,55698,7,3,0,2,0,0,15
2015-11-17 15:28:19.2,55699,3,10,1,2,0,0,15
2015-11-17 15:28:22.8,55702,5,3,0,2,0,0,15
2015-11-17 15:28:55.7,55735,3,5,1,2,0,0,15
2015-11-17 15:29:04.3,55744,3,8,1,2,0,0,15
2015-11-17 15:29:09.6,55749,3,8,1,2,0,0,15
2015-11-17 15:29:11.1,55751,3,11,1,2,0,0,15
2015-11-17 15:29:12.9,55752,3,13,1,2,0,0,15
2015-11-17 15:29:21.9,55761,3,14,1,2,0,0,15
2015-11-17 15:29:32.5,55772,3,7,1,2,0,0,15
2015-11-17 15:29:40.7,55780,5,3,0,2,0,0,15
2015-11-17 15:30:06.5,55806,3,15,1,2,0,0,30
2015-11-17 15:30:25.7,55825,8,3,0,2,0,0,30
2015-11-17 15:30:31.7,55831,4,3,0,2,0,0,30
2015-11-17 15:30:37.3,55837,3,5,1,2,0,0,30
2015-11-17 15:30:38.6,55838,9,3,0,2,0,0,30
2015-11-17 15:30:47.1,55847,3,4,1,2,0,0,30
2015-11-17 15:30:52.7,55852,3,5,1,2,0,0,30
2015-11-17 15:31:07.5,55867,3,5,1,2,0,0,30
2015-11-17 15:31:10.3,55870,3,5,1,2,0,0,30
2015-11-17 15:31:10.8,55870,3,15,1,2,0,0,30
2015-11-17 15:31:24.2,55884,7,3,0,2,0,0,30
2015-11-17 15:31:40.8,55900,3,6,1,2,0,0,30
2015-11-17 15:31:53.8,55913,3,4,1,2,0,0,30
2015-11-17 15:31:54.9,55914,3,14,1,2,0,0,30
2015-11-17 15:31:55.6,55915,3,15,1,2,0,0,30
2015-11-17 15:32:01.6,55921,3,13,1,2,0,0,30
2015-11-17 15:32:12.7,55932,6,3,0,2,0,0,30
2015-11-17 15:32:16,55936,3,9,1,2,0,0,30
2015-11-17 15:32:18.3,55938,3,7,1,2,0,0,30
2015-11-17 15:32:37.7,55957,7,3,0,2,0,0,30
2015-11-17 15:32:39.3,55959,10,3,0,2,0,0,30
2015-11-17 15:32:45.1,55965,3,4,1,2,0,0,30
2015-11-17 15:32:45.3,55965,3,4,1,2,0,0,30
2015-11-17 15:32:47.3,55967,3,13,1,2,0,0,30
2015-11-17 15:32:53.8,55973,3,13,1,2,0,0,30
2015-11-17 15:32:55,55975,14,3,0,2,0,0,30
2015-11-17 15:32:55.6,55975,3,15,1,2,0,0,30
2015-11-17 15:32:55.7,55975,3,4,1,2,0,0,30
2015-11-17 15:33:04.2,55984,3,15,1,2,0,0,30
2015-11-17 15:33:28,56008,3,14,1,2,0,0,30
2015-11-17 15:33:30.9,56010,4,3,0,2,0,0,30
2015-11-17 15:34:39,56079,3,14,1,2,0,0,30
2015-11-17 15:35:11.3,56111,3,15,1,2,0,0,30
2015-11-17 15:35:15.1,56115,3,15,1,2,0,0,30
2015-11-17 15:35:16.3,56116,3,9,1,2,0,0,30
2015-11-17 15:35:44.6,56144,13,3,0,2,0,0,30
2015-11-17 15:35:50.5,56150,3,6,1,2,0,0,30
2015-11-17 15:36:05.3,56165,8,3,0,2,0,0,30
2015-11-17 15:36:07.4,56167,4,3,0,2,0,0,30
2015-11-17 15:36:13.7,56173,3,5,1,2,0,0,30
2015-11-17 15:36:15.6,56175,3,6,1,2,0,0,30
2015-11-17 15:36:21.3,56181,9,3,0,2,0,0,30
2015-11-17 15:36:29.8,56189,3,6,1,2,0,0,30
2015-11-17 15:36:29.9,56189,11,3,0,2,0,0,30
2015-11-17 15:36:37.9,56197,3,5,1,2,0,0,30
2015-11-17 15:36:39.4,56199,3,15,1,2,0,0,30
2015-11-17 15:36:47.3,56207,5,3,0,2,0,0,30
2015-11-17 15:36:58.4,56218,8,3,0,2,0,0,30
2015-11-17 15:36:59.5,56219,3,9,1,2,0,0,30
2015-11-17 15:37:04.1,56224,15,3,0,2,0,0,30
2015-11-17 15:37:09.1,56229,3,7,1,2,0,0,30
2015-11-17 15:37:15.3,56235,15,3,0,2,0,0,30
2015-11-17 15:37:18.2,56238,3,8,1,2,0,0,30
2015-11-17 15:37:22.1,56242,3,7,1,2,0,0,30
2015-11-17 15:37:26.1,56246,3,6,1,2,0,0,30
2015-11-17 15:37:39.4,56259,3,10,1,2,0,0,30
2015-11-17 15:38:06,56286,3,5,1,2,0,0,30
2015-11-17 15:38:22,56302,3,9,1,2,0,0,30
2015-11-17 15:38:22.8,56302,3,8,1,2,0,0,30
2015-11-17 15:38:31.2,56311,8,3,0,2,0,0,30
2015-11-17 15:38:38.4,56318,3,13,1,2,0,0,30
2015-11-17 15:38:49.7,56329,13,16,1,2,0,0,30
2015-11-17 15:38:49.8,56329,3,4,1,2,0,0,30
2015-11-17 15:39:02.5,56342,10,3,0,2,0,0,30
2015-11-17 15:39:14.3,56354,3,5,1,2,0,0,30
2015-11-17 15:39:28.6,56368,14,3,0,2,0,0,30
2015-11-17 15:39:30.7,56370,3,11,1,2,0,0,30
2015-11-17 15:39:38.3,56378,3,13,1,2,0,0,30
2015-11-17 15:39:38.8,56378,3,11,1,2,0,0,30
2015-11-17 15:39:41.7,56381,15,3,0,2,0,0,30
2015-11-17 15:39:43.6,56383,3,7,1,2,0,0,30
2015-11-17 15:39:52.6,56392,14,3,0,2,0,0,30
2015-11-17 15:40:18.1,56418,3,10,1,2,0,0,30
2015-11-17 15:40:18.2,56418,3,10,1,2,0,0,30
2015-11-17 15:40:24.6,56424,3,4,1,2,0,0,30
2015-11-17 15:40:24.8,56424,3,10,1,2,0,0,30
2015-11-17 15:40:25.1,56425,3,4,1,2,0,0,30
2015-11-17 15:40:53,56453,3,4,1,2,0,0,30
2015-11-17 15:40:56.6,56456,7,3,0,2,0,0,30
2015-11-17 15:41:03.9,56463,8,3,0,2,0,0,30
2015-11-17 15:41:10.6,56470,11,3,0,2,0,0,30
2015-11-17 15:41:15.3,56475,11,3,0,2,0,0,30
2015-11-17 15:41:18.1,56478,12,3,0,2,0,0,30
2015-11-17 15:41:21,56481,3,12,1,2,0,0,30
2015-11-17 15:41:24.1,56484,3,13,1,2,0,0,30
2015-11-17 15:41:24.9,56484,4,3,0,2,0,0,30
2015-11-17 15:41:26.3,56486,3,14,1,2,0,0,30
2015-11-17 15:41:31.7,56491,3,7,1,2,0,0,30
2015-11-17 15:41:47.1,56507,16,13,0,2,0,0,30
2015-11-17 15:41:50,56510,14,3,0,2,0,0,30
2015-11-17 15:41:50.1,56510,5,3,0,2,0,0,30
2015-11-17 15:41:57.6,56517,6,3,0,2,0,0,30
2015-11-17 15:42:01.9,56521,8,3,0,2,0,0,30
2015-11-17 15:42:15,56535,3,8,1,2,0,0,30
2015-11-17 15:42:29.4,56549,7,3,0,2,0,0,30
2015-11-17 15:42:29.9,56549,3,14,1,2,0,0,30
2015-11-17 15:42:30.2,56550,7,3,0,2,0,0,30
2015-11-17 15:42:31.1,56551,15,3,0,2,0,0,30
2015-11-17 15:42:36.5,56556,3,15,1,2,0,0,30
2015-11-17 15:43:41.9,56621,3,14,1,2,0,0,30
2015-11-17 15:43:45,56625,3,14,1,2,0,0,30
2015-11-17 15:43:50.5,56630,13,3,0,2,0,0,30
2015-11-17 15:43:59.5,56639,14,3,0,2,0,0,30
2015-11-17 15:44:10.9,56650,6,3,0,2,0,0,30
2015-11-17 15:44:24.5,56664,7,3,0,2,0,0,30
2015-11-17 15:44:29.8,56669,3,5,1,2,0,0,30
2015-11-17 15:44:30,56670,12,3,0,2,0,0,30
2015-11-17 15:44:34.8,56674,3,8,1,2,0,0,30
2015-11-17 15:44:36.5,56676,12,11,0,2,0,0,30
2015-11-17 15:44:37.3,56677,3,12,1,2,0,0,30
2015-11-17 15:44:37.5,56677,5,3,0,2,0,0,30
2015-11-17 15:44:51.4,56691,3,8,1,2,0,0,30
2015-11-17 15:44:53.7,56693,14,3,0,2,0,0,30
2015-11-17 15:45:08.3,56708,8,3,0,2,0,0,45
2015-11-17 15:45:20.6,56720,8,3,0,2,0,0,45
2015-11-17 15:45:21.8,56721,3,11,1,2,0,0,45
2015-11-17 15:45:22.6,56722,4,3,0,2,0,0,45
2015-11-17 15:45:23,56723,12,11,0,2,0,0,45
2015-11-17 15:45:24.6,56724,9,3,0,2,0,0,45
2015-11-17 15:45:54.9,56754,3,6,1,2,0,0,45
2015-11-17 15:46:00.8,56760,3,15,1,2,0,0,45
2015-11-17 15:46:19.7,56779,3,14,1,2,0,0,45
2015-11-17 15:46:20.6,56780,5,3,0,2,0,0,45
2015-11-17 15:46:22.2,56782,3,14,1,2,0,0,45
2015-11-17 15:46:27.4,56787,13,3,0,2,0,0,45
2015-11-17 15:46:38,56798,3,14,1,2,0,0,45
2015-11-17 15:46:52.2,56812,3,5,1,2,0,0,45
2015-11-17 15:47:13.3,56833,6,3,0,2,0,0,45
2015-11-17 15:47:38.4,56858,15,3,0,2,0,0,45
2015-11-17 15:47:43.8,56863,14,3,0,2,0,0,45
2015-11-17 15:48:28.3,56908,9,3,0,2,0,0,45
2015-11-17 15:48:29.5,56909,14,3,0,2,0,0,45
2015-11-17 15:48:34.3,56914,11,3,0,2,0,0,45
2015-11-17 15:48:39,56919,13,3,0,2,0,0,45
2015-11-17 15:48:59.6,56939,3,8,1,2,0,0,45
2015-11-17 15:49:16.2,56956,10,3,0,2,0,0,45
2015-11-17 15:49:17.7,56957,3,11,1,2,0,0,45
2015-11-17 15:49:29.1,56969,10,3,0,2,0,0,45
2015-11-17 15:49:29.5,56969,3,4,1,2,0,0,45
2015-11-17 15:49:39.9,56979,10,3,0,2,0,0,45
2015-11-17 15:49:43.5,56983,3,14,1,2,0,0,45
2015-11-17 15:49:49.5,56989,3,5,1,2,0,0,45
2015-11-17 15:49:51.6,56991,13,3,0,2,0,0,45
2015-11-17 15:49:56.2,56996,3,15,1,2,0,0,45
2015-11-17 15:50:11.7,57011,3,14,1,2,0,0,45
2015-11-17 15:50:15.4,57015,9,3,0,2,0,0,45
2015-11-17 15:50:24.5,57024,13,3,0,2,0,0,45
2015-11-17 15:50:28.5,57028,3,7,1,2,0,0,45
2015-11-17 15:50:50.2,57050,13,12,0,2,0,0,45
2015-11-17 15:51:07,57067,10,3,0,2,0,0,45
2015-11-17 15:51:13.8,57073,5,3,0,2,0,0,45
2015-11-17 15:51:38.7,57098,4,3,0,2,0,0,45
2015-11-17 15:51:38.9,57098,3,9,1,2,0,0,45
2015-11-17 15:51:39.8,57099,13,3,0,2,0,0,45
2015-11-17 15:51:43.9,57103,3,5,1,2,0,0,45
2015-11-17 15:52:05.6,57125,9,3,0,2,0,0,45
2015-11-17 15:52:14.3,57134,12,3,0,2,0,0,45
2015-11-17 15:52:31.3,57151,12,3,0,2,0,0,45
2015-11-17 15:52:50.6,57170,3,14,1,2,0,0,45
2015-11-17 15:52:54.3,57174,3,10,1,2,0,0,45
2015-11-17 15:52:56.8,57176,3,11,1,2,0,0,45
2015-11-17 15:52:57.4,57177,15,14,0,2,0,0,45
2015-11-17 15:53:01.1,57181,3,5,1,2,0,0,45
2015-11-17 15:53:37.5,57217,3,4,1,2,0,0,45
2015-11-17 15:53:38.9,57218,3,10,1,2,0,0,45
2015-11-17 15:53:50.3,57230,3,4,1,2,0,0,45
2015-11-17 15:53:50.8,57230,3,4,1,2,0,0,45
2015-11-17 15:53:56,57236,5,3,0,2,0,0,45
2015-11-17 15:54:12.3,57252,11,3,0,2,0,0,45
2015-11-17 15:54:17.1,57257,3,7,1,2,0,0,45
2015-11-17 15:54:20.4,57260,3,7,1,2,0,0,45
2015-11-17 15:54:20.9,57260,14,3,0,2,0,0,45
2015-11-17 15:54:25.5,57265,3,7,1,2,0,0,45
2015-11-17 15:54:26.1,57266,14,3,0,2,0,0,45
2015-11-17 15:54:27,57267,11,3,0,2,0,0,45
2015-11-17 15:54:29,57269,3,14,1,2,0,0,45
2015-11-17 15:54:39.9,57279,3,9,1,2,0,0,45
2015-11-17 15:54:47.9,57287,9,3,0,2,0,0,45
2015-11-17 15:54:49.8,57289,3,10,1,2,0,0,45
2015-11-17 15:54:55.2,57295,9,3,0,2,0,0,45
2015-11-17 15:55:28.6,57328,3,9,1,2,0,0,45
2015-11-17 15:55:29.4,57329,3,9,1,2,0,0,45
2015-11-17 15:55:46.7,57346,7,3,0,2,0,0,45
2015-11-17 15:55:54.5,57354,12,3,0,2,0,0,45
2015-11-17 15:56:07,57367,11,3,0,2,0,0,45
2015-11-17 15:56:08.8,57368,8,3,0,2,0,0,45
2015-11-17 15:56:17.2,57377,3,4,1,2,0,0,45
2015-11-17 15:56:22.3,57382,14,3,0,2,0,0,45
2015-11-17 15:56:26.9,57386,3,8,1,2,0,0,45
2015-11-17 15:56:27.5,57387,3,8,1,2,0,0,45
2015-11-17 15:56:35.5,57395,3,6,1,2,0,0,45
2015-11-17 15:56:38.4,57398,10,3,0,2,0,0,45
2015-11-17 15:56:41.2,57401,3,4,1,2,0,0,45
2015-11-17 15:56:44.9,57404,3,11,1,2,0,0,45
2015-11-17 15:56:50,57410,3,14,1,2,0,0,45
2015-11-17 15:56:53.8,57413,8,3,0,2,0,0,45
2015-11-17 15:56:54.9,57414,3,9,1,2,0,0,45
2015-11-17 15:57:04.2,57424,3,15,1,2,0,0,45
2015-11-17 15:57:09.6,57429,8,3,0,2,0,0,45
2015-11-17 15:57:18.7,57438,3,10,1,2,0,0,45
2015-11-17 15:57:25.2,57445,3,5,1,2,0,0,45
2015-11-17 15:57:26.1,57446,3,10,1,2,0,0,45
2015-11-17 15:57:37.3,57457,14,3,0,2,0,0,45
2015-11-17 15:57:48.6,57468,7,3,0,2,0,0,45
2015-11-17 15:58:02.2,57482,3,14,1,2,0,0,45
2015-11-17 15:58:17.1,57497,6,3,0,2,0,0,45
2015-11-17 15:58:28.4,57508,8,3,0,2,0,0,45
2015-11-17 15:58:37.1,57517,3,8,1,2,0,0,45
2015-11-17 15:58:42.1,57522,3,5,1,2,0,0,45
2015-11-17 15:58:47.6,57527,3,7,1,2,0,0,45
2015-11-17 15:59:04.2,57544,6,3,0,2,0,0,45
2015-11-17 15:59:05.7,57545,3,5,1,2,0,0,45
2015-11-17 15:59:18.4,57558,14,3,0,2,0,0,45
2015-11-17 15:59:19.1,57559,6,5,0,2,0,0,45
2015-11-17 15:59:41.3,57581,3,15,1,2,0,0,45
2015-11-17 15:59:43.4,57583,15,3,0,2,0,0,45
2015-11-17 15:59:44.2,57584,6,5,0,2,0,0,45
2015-11-17 15:59:44.9,57584,6,3,0,2,0,0,45
2015-11-17 16:00:18.5,57618,5,3,0,2,0,0,0
2015-11-17 16:00:19.4,57619,3,9,1,2,0,0,0
2015-11-17 16:00:23.7,57623,11,3,0,2,0,0,0
2015-11-17 16:00:54.5,57654,3,9,1,2,0,0,0
2015-11-17 16:00:54.7,57654,8,3,0,2,0,0,0
2015-11-17 16:00:54.9,57654,8,3,0,2,0,0,0
2015-11-17 16:00:57.4,57657,3,12,1,2,0,0,0
2015-11-17 16:01:01.7,57661,3,14,1,2,0,0,0
2015-11-17 16:01:12.7,57672,5,3,0,2,0,0,0
2015-11-17 16:01:17,57677,11,3,0,2,0,0,0
2015-11-17 16:01:24.8,57684,3,10,1,2,0,0,0
2015-11-17 16:01:30.3,57690,3,10,1,2,0,0,0
2015-11-17 16:01:39.2,57699,3,10,1,2,0,0,0
2015-11-17 16:01:41.3,57701,3,5,1,2,0,0,0
2015-11-17 16:01:48.3,57708,6,3,0,2,0,0,0
2015-11-17 16:01:54.8,57714,3,14,1,2,0,0,0
2015-11-17 16:02:11.1,57731,3,8,1,2,0,0,0
2015-11-17 16:02:14.1,57734,9,3,0,2,0,0,0
2015-11-17 16:02:36.9,57756,11,3,0,2,0,0,0
2015-11-17 16:02:40.7,57760,3,8,1,2,0,0,0
2015-11-17 16:02:55.5,57775,5,3,0,2,0,0,0
2015-11-17 16:03:01.6,57781,8,3,0,2,0,0,0
2015-11-17 16:03:06.6,57786,14,3,0,2,0,0,0
2015-11-17 16:03:14.4,57794,15,3,0,2,0,0,0
2015-11-17 16:03:26.5,57806,3,11,1,2,0,0,0
2015-11-17 16:03:28.8,57808,3,7,1,2,0,0,0
2015-11-17 16:03:48.8,57828,4,3,0,2,0,0,0
2015-11-17 16:04:14.6,57854,3,7,1,2,0,0,0
2015-11-17 16:04:15.4,57855,7,3,0,2,0,0,0
2015-11-17 16:04:17.7,57857,3,13,1,2,0,0,0
2015-11-17 16:04:19.5,57859,3,11,1,2,0,0,0
2015-11-17 16:04:42.3,57882,3,8,1,2,0,0,0
2015-11-17 16:04:48,57888,3,5,1,2,0,0,0
2015-11-17 16:04:48.8,57888,9,3,0,2,0,0,0
2015-11-17 16:04:50,57890,3,13,1,2,0,0,0
2015-11-17 16:04:52.7,57892,3,7,1,2,0,0,0
2015-11-17 16:04:59.8,57899,3,14,1,2,0,0,0
2015-11-17 16:05:00,57900,3,7,1,2,0,0,0
2015-11-17 16:05:04.5,57904,3,4,1,2,0,0,0
2015-11-17 16:05:05,57905,3,5,1,2,0,0,0
2015-11-17 16:05:06.2,57906,5,6,1,2,0,0,0
2015-11-17 16:05:06.8,57906,10,4,0,2,0,0,0
2015-11-17 16:05:21.7,57921,5,6,1,2,0,0,0
2015-11-17 16:05:23.4,57923,5,6,1,2,0,0,0
2015-11-17 16:05:24.8,57924,8,3,0,2,0,0,0
2015-11-17 16:05:27.3,57927,12,3,0,2,0,0,0
2015-11-17 16:06:07.1,57967,3,8,1,2,0,0,0
2015-11-17 16:06:09.7,57969,3,8,1,2,0,0,0
2015-11-17 16:06:31.2,57991,3,4,1,2,0,0,0
2015-11-17 16:06:50.4,58010,10,3,0,2,0,0,0
2015-11-17 16:06:52.6,58012,3,8,1,2,0,0,0
2015-11-17 16:06:52.6,58012,3,9,1,2,0,0,0
2015-11-17 16:06:53.4,58013,5,3,0,2,0,0,0
2015-11-17 16:06:54.6,58014,3,9,1,2,0,0,0
2015-11-17 16:06:55.4,58015,6,3,0,2,0,0,0
2015-11-17 16:06:58.9,58018,3,15,1,2,0,0,0
2015-11-17 16:07:19,58039,9,3,0,2,0,0,0
2015-11-17 16:07:21.7,58041,6,3,0,2,0,0,0
2015-11-17 16:07:48.5,58068,3,5,1,2,0,0,0
